,game_pk,game_date,game_year,batter,pitcher,home_team,away_team,stand,p_throws,pitch_type,pitch_name,events,description,type,launch_speed,at_bat_number,pitch_number,inning,inning_topbot,outs_when_up,bat_score,fld_score,post_bat_score,post_fld_score
2631,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,93.2,71,11,9,Top,2,1,6,1,6
2685,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FF,4-Seam Fastball,0,foul,S,82.8,71,10,9,Top,2,1,6,1,6
2777,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FS,Split-Finger,0,foul,S,74.0,71,9,9,Top,2,1,6,1,6
2877,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FS,Split-Finger,0,foul,S,92.9,71,8,9,Top,2,1,6,1,6
2967,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,SI,Sinker,0,foul,S,76.0,71,7,9,Top,2,1,6,1,6
3075,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FS,Split-Finger,0,ball,B,0.0,71,6,9,Top,2,1,6,1,6
3183,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FF,4-Seam Fastball,0,foul,S,79.7,71,5,9,Top,2,1,6,1,6
3311,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,71,4,9,Top,2,1,6,1,6
3420,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,FS,Split-Finger,0,ball,B,0.0,71,3,9,Top,2,1,6,1,6
3532,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,SI,Sinker,0,foul,S,0.0,71,2,9,Top,2,1,6,1,6
3661,777333,2025-06-28,2025,592663,606160,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,71,1,9,Top,2,1,6,1,6
3704,777333,2025-06-28,2025,596146,606160,ATL,PHI,L,R,SL,Slider,field_out,hit_into_play,X,86.7,70,3,9,Top,1,1,6,1,6
3898,777333,2025-06-28,2025,596146,606160,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,70,2,9,Top,1,1,6,1,6
4022,777333,2025-06-28,2025,596146,606160,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,70,1,9,Top,1,1,6,1,6
4073,777333,2025-06-28,2025,592206,606160,ATL,PHI,R,R,SL,Slider,field_out,hit_into_play,X,77.8,69,3,9,Top,0,1,6,1,6
4269,777333,2025-06-28,2025,592206,606160,ATL,PHI,R,R,FS,Split-Finger,0,foul,S,98.0,69,2,9,Top,0,1,6,1,6
4384,777333,2025-06-28,2025,592206,606160,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,69,1,9,Top,0,1,6,1,6
2801,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,ST,Sweeper,strikeout,swinging_strike,S,0.0,68,6,8,Bot,2,6,1,6,1
2850,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,68,5,8,Bot,2,6,1,6,1
2948,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul,S,85.3,68,4,8,Bot,2,6,1,6,1
3053,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul,S,98.3,68,3,8,Bot,2,6,1,6,1
3161,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,FC,Cutter,0,swinging_strike,S,0.0,68,2,8,Bot,2,6,1,6,1
3284,777333,2025-06-28,2025,621566,642016,ATL,PHI,L,R,ST,Sweeper,0,foul,S,70.7,68,1,8,Bot,2,6,1,6,1
3446,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,FF,4-Seam Fastball,strikeout_double_play,swinging_strike,S,0.0,67,6,8,Bot,0,6,1,6,1
3508,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,FC,Cutter,0,foul,S,83.0,67,5,8,Bot,0,6,1,6,1
3633,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,ST,Sweeper,0,ball,B,0.0,67,4,8,Bot,0,6,1,6,1
3748,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,67,3,8,Bot,0,6,1,6,1
3870,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,FC,Cutter,0,called_strike,S,0.0,67,2,8,Bot,0,6,1,6,1
3996,777333,2025-06-28,2025,660670,642016,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,67,1,8,Bot,0,6,1,6,1
4153,777333,2025-06-28,2025,669397,642016,ATL,PHI,R,R,ST,Sweeper,single,hit_into_play,X,93.5,66,3,8,Bot,0,6,1,6,1
4241,777333,2025-06-28,2025,669397,642016,ATL,PHI,R,R,SI,Sinker,0,foul_tip,S,0.0,66,2,8,Bot,0,6,1,6,1
4358,777333,2025-06-28,2025,669397,642016,ATL,PHI,R,R,FC,Cutter,0,called_strike,S,0.0,66,1,8,Bot,0,6,1,6,1
2771,777333,2025-06-28,2025,664761,628452,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,83.1,65,1,8,Top,2,1,6,1,6
2874,777333,2025-06-28,2025,656941,628452,ATL,PHI,L,R,SL,Slider,hit_by_pitch,hit_by_pitch,B,0.0,64,3,8,Top,2,1,6,1,6
2904,777333,2025-06-28,2025,656941,628452,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul_tip,S,0.0,64,2,8,Top,2,1,6,1,6
3009,777333,2025-06-28,2025,656941,628452,ATL,PHI,L,R,SI,Sinker,0,ball,B,0.0,64,1,8,Top,2,1,6,1,6
3218,777333,2025-06-28,2025,607208,628452,ATL,PHI,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,63,3,8,Top,1,1,6,1,6
3228,777333,2025-06-28,2025,607208,628452,ATL,PHI,R,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,63,2,8,Top,1,1,6,1,6
3347,777333,2025-06-28,2025,607208,628452,ATL,PHI,R,R,SI,Sinker,0,called_strike,S,0.0,63,1,8,Top,1,1,6,1,6
3565,777333,2025-06-28,2025,669016,628452,ATL,PHI,L,R,CH,Changeup,strikeout,swinging_strike,S,0.0,62,3,8,Top,0,1,6,1,6
3579,777333,2025-06-28,2025,669016,628452,ATL,PHI,L,R,CH,Changeup,0,called_strike,S,0.0,62,2,8,Top,0,1,6,1,6
3696,777333,2025-06-28,2025,669016,628452,ATL,PHI,L,R,SL,Slider,0,foul,S,90.1,62,1,8,Top,0,1,6,1,6
3888,777333,2025-06-28,2025,805249,628452,ATL,PHI,R,R,SI,Sinker,single,hit_into_play,X,87.1,61,5,8,Top,0,1,6,1,6
3944,777333,2025-06-28,2025,805249,628452,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,61,4,8,Top,0,1,6,1,6
4065,777333,2025-06-28,2025,805249,628452,ATL,PHI,R,R,CH,Changeup,0,swinging_strike,S,0.0,61,3,8,Top,0,1,6,1,6
4186,777333,2025-06-28,2025,805249,628452,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,61,2,8,Top,0,1,6,1,6
4306,777333,2025-06-28,2025,805249,628452,ATL,PHI,R,R,SI,Sinker,0,called_strike,S,0.0,61,1,8,Top,0,1,6,1,6
2210,777333,2025-06-28,2025,657077,605447,ATL,PHI,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,94.6,60,4,7,Bot,2,6,1,6,1
2246,777333,2025-06-28,2025,657077,605447,ATL,PHI,L,R,SL,Slider,0,foul,S,90.3,60,3,7,Bot,2,6,1,6,1
2307,777333,2025-06-28,2025,657077,605447,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,60,2,7,Bot,2,6,1,6,1
2372,777333,2025-06-28,2025,657077,605447,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,60,1,7,Bot,2,6,1,6,1
2469,777333,2025-06-28,2025,642201,605447,ATL,PHI,R,R,SL,Slider,field_out,hit_into_play,X,57.0,59,3,7,Bot,1,6,1,6,1
2511,777333,2025-06-28,2025,642201,605447,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,59,2,7,Bot,1,6,1,6,1
2587,777333,2025-06-28,2025,642201,605447,ATL,PHI,R,R,FF,4-Seam Fastball,0,ball,B,0.0,59,1,7,Bot,1,6,1,6,1
2689,777333,2025-06-28,2025,669221,605447,ATL,PHI,R,R,SL,Slider,home_run,hit_into_play,X,114.4,58,1,7,Bot,1,2,1,6,1
2780,777333,2025-06-28,2025,645277,605447,ATL,PHI,L,R,SL,Slider,single,hit_into_play,X,91.3,57,2,7,Bot,1,2,1,2,1
2844,777333,2025-06-28,2025,645277,605447,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,57,1,7,Bot,1,2,1,2,1
2971,777333,2025-06-28,2025,663586,605447,ATL,PHI,R,R,FF,4-Seam Fastball,single,hit_into_play,X,91.2,56,5,7,Bot,1,2,1,2,1
3040,777333,2025-06-28,2025,663586,605447,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,56,4,7,Bot,1,2,1,2,1
3150,777333,2025-06-28,2025,663586,605447,ATL,PHI,R,R,FF,4-Seam Fastball,0,ball,B,0.0,56,3,7,Bot,1,2,1,2,1
3274,777333,2025-06-28,2025,663586,605447,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,56,2,7,Bot,1,2,1,2,1
3382,777333,2025-06-28,2025,663586,605447,ATL,PHI,R,R,FF,4-Seam Fastball,0,blocked_ball,B,0.0,56,1,7,Bot,1,2,1,2,1
3535,777333,2025-06-28,2025,542303,605447,ATL,PHI,R,R,SL,Slider,single,hit_into_play,X,105.1,55,2,7,Bot,1,2,1,2,1
3623,777333,2025-06-28,2025,542303,605447,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,55,1,7,Bot,1,2,1,2,1
3776,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,SL,Slider,field_out,hit_into_play,X,93.3,54,6,7,Bot,0,2,1,2,1
3860,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul,S,83.0,54,5,7,Bot,0,2,1,2,1
3989,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,54,4,7,Bot,0,2,1,2,1
4106,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,SL,Slider,0,foul,S,97.6,54,3,7,Bot,0,2,1,2,1
4229,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,54,2,7,Bot,0,2,1,2,1
4350,777333,2025-06-28,2025,621566,605447,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,54,1,7,Bot,0,2,1,2,1
105,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,53,4,7,Top,2,1,2,1,2
123,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,0,foul,S,0.0,53,3,7,Top,2,1,2,1,2
135,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,CU,Curveball,0,called_strike,S,0.0,53,2,7,Top,2,1,2,1,2
160,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,CU,Curveball,0,ball,B,0.0,53,1,7,Top,2,1,2,1,2
169,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,52,6,7,Top,1,1,2,1,2
201,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,0,foul,S,67.9,52,5,7,Top,1,1,2,1,2
223,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,52,4,7,Top,1,1,2,1,2
230,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,52,3,7,Top,1,1,2,1,2
263,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,0.0,52,2,7,Top,1,1,2,1,2
281,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,CU,Curveball,0,called_strike,S,0.0,52,1,7,Top,1,1,2,1,2
305,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,FS,Split-Finger,field_out,hit_into_play,X,86.0,51,3,7,Top,0,1,2,1,2
314,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,FS,Split-Finger,0,called_strike,S,0.0,51,2,7,Top,0,1,2,1,2
334,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,CU,Curveball,0,foul,S,92.5,51,1,7,Top,0,1,2,1,2
2262,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,50,6,6,Bot,2,2,1,2,1
2305,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,CU,Curveball,0,blocked_ball,B,0.0,50,5,6,Bot,2,2,1,2,1
2366,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,50,4,6,Bot,2,2,1,2,1
2438,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,SI,Sinker,0,swinging_strike,S,0.0,50,3,6,Bot,2,2,1,2,1
2510,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,50,2,6,Bot,2,2,1,2,1
2585,777333,2025-06-28,2025,660670,605452,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,50,1,6,Bot,2,2,1,2,1
2708,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,SI,Sinker,walk,ball,B,0.0,49,6,6,Bot,2,2,1,2,1
2746,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,49,5,6,Bot,2,2,1,2,1
2843,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,FF,4-Seam Fastball,0,ball,B,0.0,49,4,6,Bot,2,2,1,2,1
2943,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,49,3,6,Bot,2,2,1,2,1
3039,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,SL,Slider,0,foul,S,61.6,49,2,6,Bot,2,2,1,2,1
3149,777333,2025-06-28,2025,669397,605452,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,49,1,6,Bot,2,2,1,2,1
3335,777333,2025-06-28,2025,657077,605452,ATL,PHI,L,R,SL,Slider,strikeout,swinging_strike,S,0.0,48,5,6,Bot,1,2,1,2,1
3380,777333,2025-06-28,2025,657077,605452,ATL,PHI,L,R,SI,Sinker,0,ball,B,0.0,48,4,6,Bot,1,2,1,2,1
3500,777333,2025-06-28,2025,657077,605452,ATL,PHI,L,R,SL,Slider,0,swinging_strike,S,0.0,48,3,6,Bot,1,2,1,2,1
3622,777333,2025-06-28,2025,657077,605452,ATL,PHI,L,R,FF,4-Seam Fastball,0,ball,B,0.0,48,2,6,Bot,1,2,1,2,1
3739,777333,2025-06-28,2025,657077,605452,ATL,PHI,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,48,1,6,Bot,1,2,1,2,1
3900,777333,2025-06-28,2025,642201,605452,ATL,PHI,R,R,SL,Slider,field_out,hit_into_play,X,81.9,47,4,6,Bot,0,2,1,2,1
3987,777333,2025-06-28,2025,642201,605452,ATL,PHI,R,R,SL,Slider,0,foul,S,0.0,47,3,6,Bot,0,2,1,2,1
4102,777333,2025-06-28,2025,642201,605452,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,47,2,6,Bot,0,2,1,2,1
4227,777333,2025-06-28,2025,642201,605452,ATL,PHI,R,R,SI,Sinker,0,swinging_strike,S,0.0,47,1,6,Bot,0,2,1,2,1
4391,777333,2025-06-28,2025,669221,605452,ATL,PHI,R,R,SI,Sinker,double,hit_into_play,X,107.8,46,1,6,Bot,0,2,1,2,1
361,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,FC,Cutter,field_out,hit_into_play,X,80.1,45,2,6,Top,2,1,2,1,2
394,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,45,1,6,Top,2,1,2,1,2
415,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SL,Slider,single,hit_into_play,X,99.9,44,1,6,Top,2,0,2,1,2
444,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,FS,Split-Finger,walk,blocked_ball,B,0.0,43,7,6,Top,2,0,2,0,2
452,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,foul,S,82.2,43,6,6,Top,2,0,2,0,2
486,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,CU,Curveball,0,ball,B,0.0,43,5,6,Top,2,0,2,0,2
520,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,43,4,6,Top,2,0,2,0,2
548,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,swinging_strike,S,0.0,43,3,6,Top,2,0,2,0,2
560,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,called_strike,S,0.0,43,2,6,Top,2,0,2,0,2
584,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,43,1,6,Top,2,0,2,0,2
621,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,85.3,42,5,6,Top,1,0,2,0,2
662,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SL,Slider,0,ball,B,0.0,42,4,6,Top,1,0,2,0,2
685,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,FS,Split-Finger,0,ball,B,0.0,42,3,6,Top,1,0,2,0,2
708,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,42,2,6,Top,1,0,2,0,2
724,777333,2025-06-28,2025,607208,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,foul,S,98.9,42,1,6,Top,1,0,2,0,2
747,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,SL,Slider,single,hit_into_play,X,103.1,41,2,6,Top,1,0,2,0,2
780,777333,2025-06-28,2025,669016,680885,ATL,PHI,L,R,SL,Slider,0,ball,B,0.0,41,1,6,Top,1,0,2,0,2
810,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,SI,Sinker,field_out,hit_into_play,X,80.4,40,2,6,Top,0,0,2,0,2
858,777333,2025-06-28,2025,805249,680885,ATL,PHI,R,R,SI,Sinker,0,called_strike,S,0.0,40,1,6,Top,0,0,2,0,2
31,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,SL,Slider,field_out,hit_into_play,X,77.3,39,1,5,Bot,2,2,0,2,0
41,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,38,4,5,Bot,1,2,0,2,0
43,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,38,3,5,Bot,1,2,0,2,0
59,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,ST,Sweeper,0,swinging_strike_blocked,S,0.0,38,2,5,Bot,1,2,0,2,0
70,777333,2025-06-28,2025,663586,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,38,1,5,Bot,1,2,0,2,0
75,777333,2025-06-28,2025,542303,666200,ATL,PHI,R,L,CH,Changeup,field_out,hit_into_play,X,51.2,37,1,5,Bot,0,2,0,2,0
90,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,SI,Sinker,double,hit_into_play,X,102.8,36,7,5,Bot,0,2,0,2,0
110,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,CH,Changeup,0,foul,S,72.2,36,6,5,Bot,0,2,0,2,0
122,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,CH,Changeup,0,ball,B,0.0,36,5,5,Bot,0,2,0,2,0
131,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,ST,Sweeper,0,foul,S,89.9,36,4,5,Bot,0,2,0,2,0
149,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,SI,Sinker,0,swinging_strike,S,0.0,36,3,5,Bot,0,2,0,2,0
175,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,ST,Sweeper,0,ball,B,0.0,36,2,5,Bot,0,2,0,2,0
182,777333,2025-06-28,2025,621566,666200,ATL,PHI,L,L,SI,Sinker,0,called_strike,S,0.0,36,1,5,Bot,0,2,0,2,0
209,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,walk,ball,B,0.0,35,5,5,Bot,0,2,0,2,0
242,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,35,4,5,Bot,0,2,0,2,0
257,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,35,3,5,Bot,0,2,0,2,0
276,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,35,2,5,Bot,0,2,0,2,0
306,777333,2025-06-28,2025,660670,666200,ATL,PHI,R,L,CH,Changeup,0,swinging_strike,S,0.0,35,1,5,Bot,0,2,0,2,0
860,777333,2025-06-28,2025,681082,680885,ATL,PHI,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,92.5,34,1,5,Top,2,0,2,0,2
900,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,strikeout,called_strike,S,0.0,33,3,5,Top,1,0,2,0,2
920,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,0,swinging_strike,S,0.0,33,2,5,Top,1,0,2,0,2
970,777333,2025-06-28,2025,592663,680885,ATL,PHI,R,R,SL,Slider,0,called_strike,S,0.0,33,1,5,Top,1,0,2,0,2
982,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,SL,Slider,strikeout,swinging_strike,S,0.0,32,3,5,Top,0,0,2,0,2
1007,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,SL,Slider,0,swinging_strike,S,0.0,32,2,5,Top,0,0,2,0,2
1060,777333,2025-06-28,2025,596146,680885,ATL,PHI,L,R,SL,Slider,0,swinging_strike,S,0.0,32,1,5,Top,0,0,2,0,2
315,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,ST,Sweeper,field_out,hit_into_play,X,89.0,31,5,4,Bot,2,2,0,2,0
346,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,CH,Changeup,0,swinging_strike,S,0.0,31,4,4,Bot,2,2,0,2,0
376,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,ST,Sweeper,0,ball,B,0.0,31,3,4,Bot,2,2,0,2,0
387,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,31,2,4,Bot,2,2,0,2,0
414,777333,2025-06-28,2025,669397,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,73.7,31,1,4,Bot,2,2,0,2,0
432,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,30,6,4,Bot,1,2,0,2,0
463,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,30,5,4,Bot,1,2,0,2,0
494,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,SL,Slider,0,foul,S,71.6,30,4,4,Bot,1,2,0,2,0
526,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,30,3,4,Bot,1,2,0,2,0
529,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,CH,Changeup,0,swinging_strike,S,0.0,30,2,4,Bot,1,2,0,2,0
579,777333,2025-06-28,2025,656413,666200,ATL,PHI,R,L,ST,Sweeper,0,foul,S,66.8,30,1,4,Bot,1,2,0,2,0
606,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,SL,Slider,strikeout,swinging_strike,S,0.0,29,3,4,Bot,0,2,0,2,0
609,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,called_strike,S,0.0,29,2,4,Bot,0,2,0,2,0
644,777333,2025-06-28,2025,642201,666200,ATL,PHI,R,L,CH,Changeup,0,swinging_strike,S,0.0,29,1,4,Bot,0,2,0,2,0
1072,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,28,3,4,Top,2,0,2,0,2
1097,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,88.9,28,2,4,Top,2,0,2,0,2
1125,777333,2025-06-28,2025,592206,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,foul_tip,S,0.0,28,1,4,Top,2,0,2,0,2
1177,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SL,Slider,strikeout,called_strike,S,0.0,27,6,4,Top,1,0,2,0,2
1190,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SI,Sinker,0,foul,S,74.1,27,5,4,Top,1,0,2,0,2
1222,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,FC,Cutter,0,foul,S,97.6,27,4,4,Top,1,0,2,0,2
1284,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,27,3,4,Top,1,0,2,0,2
1290,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,27,2,4,Top,1,0,2,0,2
1326,777333,2025-06-28,2025,664761,680885,ATL,PHI,R,R,SI,Sinker,0,ball,B,0.0,27,1,4,Top,1,0,2,0,2
1375,777333,2025-06-28,2025,656941,680885,ATL,PHI,L,R,FC,Cutter,field_out,hit_into_play,X,103.4,26,1,4,Top,0,0,2,0,2
688,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,25,8,3,Bot,2,2,0,2,0
712,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,foul,S,81.1,25,7,3,Bot,2,2,0,2,0
743,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,ST,Sweeper,0,foul,S,60.3,25,6,3,Bot,2,2,0,2,0
765,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,ST,Sweeper,0,blocked_ball,B,0.0,25,5,3,Bot,2,2,0,2,0
796,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,swinging_strike,S,0.0,25,4,3,Bot,2,2,0,2,0
811,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,CH,Changeup,0,called_strike,S,0.0,25,3,3,Bot,2,2,0,2,0
856,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,SL,Slider,0,ball,B,0.0,25,2,3,Bot,2,2,0,2,0
874,777333,2025-06-28,2025,669221,666200,ATL,PHI,R,L,CH,Changeup,0,ball,B,0.0,25,1,3,Bot,2,2,0,2,0
904,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,CH,Changeup,force_out,hit_into_play,X,91.0,24,3,3,Bot,1,2,0,2,0
937,777333,2025-06-28,2025,645277,666200,ATL,PHI,R,L,FF,4-Seam Fastball,0,ball,B,0.0,24,2,3,Bot,1,2,0,2,0
