,game_pk,game_date,game_year,batter,pitcher,home_team,away_team,stand,p_throws,pitch_type,pitch_name,events,description,type,launch_speed,at_bat_number,pitch_number,inning,inning_topbot,outs_when_up,bat_score,fld_score,post_bat_score,post_fld_score
818,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,SL,Slider,0,swinging_strike_blocked,S,0.0,37,3,5,Top,1,0,4,0,4
835,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,FC,Cutter,0,foul_tip,S,0.0,37,2,5,Top,1,0,4,0,4
882,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,FC,Cutter,0,ball,B,0.0,37,1,5,Top,1,0,4,0,4
912,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,FC,Cutter,single,hit_into_play,X,102.3,36,2,5,Top,1,0,4,0,4
928,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,SI,Sinker,0,called_strike,S,0.0,36,1,5,Top,1,0,4,0,4
947,777321,2025-06-28,2025,686668,682990,MIL,COL,R,R,SL,Slider,field_out,hit_into_play,X,96.9,35,3,5,Top,0,0,4,0,4
985,777321,2025-06-28,2025,686668,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,35,2,5,Top,0,0,4,0,4
1019,777321,2025-06-28,2025,686668,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,35,1,5,Top,0,0,4,0,4
595,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,SL,Slider,field_out,hit_into_play,X,90.2,34,2,4,Bot,2,4,0,4,0
615,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,34,1,4,Bot,2,4,0,4,0
654,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,33,5,4,Bot,1,4,0,4,0
668,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,CU,Curveball,0,ball,B,0.0,33,4,4,Bot,1,4,0,4,0
713,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,SL,Slider,0,foul,S,68.2,33,3,4,Bot,1,4,0,4,0
727,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,33,2,4,Bot,1,4,0,4,0
769,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,CU,Curveball,0,called_strike,S,0.0,33,1,4,Bot,1,4,0,4,0
802,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,CH,Changeup,field_out,hit_into_play,X,93.4,32,3,4,Bot,0,4,0,4,0
808,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,32,2,4,Bot,0,4,0,4,0
831,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,CU,Curveball,0,ball,B,0.0,32,1,4,Bot,0,4,0,4,0
872,777321,2025-06-28,2025,687401,622608,MIL,COL,R,R,FF,4-Seam Fastball,home_run,hit_into_play,X,102.7,31,1,4,Bot,0,2,0,4,0
898,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,SL,Slider,single,hit_into_play,X,75.1,30,2,4,Bot,0,2,0,2,0
932,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,30,1,4,Bot,0,2,0,2,0
1037,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,SL,Slider,strikeout,swinging_strike,S,0.0,29,5,4,Top,2,0,2,0,2
1064,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,CU,Curveball,0,ball,B,0.0,29,4,4,Top,2,0,2,0,2
1091,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,FC,Cutter,0,called_strike,S,0.0,29,3,4,Top,2,0,2,0,2
1124,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,FC,Cutter,0,ball,B,0.0,29,2,4,Top,2,0,2,0,2
1165,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,SI,Sinker,0,called_strike,S,0.0,29,1,4,Top,2,0,2,0,2
1193,777321,2025-06-28,2025,642731,682990,MIL,COL,R,R,FC,Cutter,field_out,hit_into_play,X,63.0,28,3,4,Top,1,0,2,0,2
1226,777321,2025-06-28,2025,642731,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,28,2,4,Top,1,0,2,0,2
1265,777321,2025-06-28,2025,642731,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,28,1,4,Top,1,0,2,0,2
1314,777321,2025-06-28,2025,687597,682990,MIL,COL,R,R,SL,Slider,field_out,hit_into_play,X,22.9,27,1,4,Top,0,0,2,0,2
949,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,89.2,26,1,3,Bot,2,2,0,2,0
987,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,FF,4-Seam Fastball,hit_by_pitch,hit_by_pitch,B,0.0,25,3,3,Bot,2,2,0,2,0
1003,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,foul,S,40.3,25,2,3,Bot,2,2,0,2,0
1035,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,25,1,3,Bot,2,2,0,2,0
1074,777321,2025-06-28,2025,668930,622608,MIL,COL,L,R,FF,4-Seam Fastball,double,hit_into_play,X,76.9,24,2,3,Bot,2,2,0,2,0
1121,777321,2025-06-28,2025,668930,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,82.8,24,1,3,Bot,2,2,0,2,0
1134,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,90.1,23,5,3,Bot,1,2,0,2,0
1154,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,foul,S,79.9,23,4,3,Bot,1,2,0,2,0
1214,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,CU,Curveball,0,ball,B,0.0,23,3,3,Bot,1,2,0,2,0
1229,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,23,2,3,Bot,1,2,0,2,0
1285,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,23,1,3,Bot,1,2,0,2,0
1286,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,67.4,22,1,3,Bot,0,2,0,2,0
1347,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,field_out,hit_into_play,X,90.0,21,3,3,Top,2,0,2,0,2
1373,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,FC,Cutter,0,ball,B,0.0,21,2,3,Top,2,0,2,0,2
1405,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,FC,Cutter,0,called_strike,S,0.0,21,1,3,Top,2,0,2,0,2
1440,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SL,Slider,walk,ball,B,0.0,20,6,3,Top,2,0,2,0,2
1480,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SL,Slider,0,ball,B,0.0,20,5,3,Top,2,0,2,0,2
1502,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SL,Slider,0,swinging_strike,S,0.0,20,4,3,Top,2,0,2,0,2
1553,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SI,Sinker,0,foul_tip,S,0.0,20,3,3,Top,2,0,2,0,2
1604,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,20,2,3,Top,2,0,2,0,2
1631,777321,2025-06-28,2025,690022,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,20,1,3,Top,2,0,2,0,2
1683,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,SL,Slider,strikeout,swinging_strike,S,0.0,19,7,3,Top,1,0,2,0,2
1707,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,FC,Cutter,0,foul,S,81.8,19,6,3,Top,1,0,2,0,2
1752,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,CU,Curveball,0,foul,S,0.0,19,5,3,Top,1,0,2,0,2
1786,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,FC,Cutter,0,ball,B,0.0,19,4,3,Top,1,0,2,0,2
1830,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,CH,Changeup,0,ball,B,0.0,19,3,3,Top,1,0,2,0,2
1882,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,SL,Slider,0,foul,S,97.8,19,2,3,Top,1,0,2,0,2
1921,777321,2025-06-28,2025,656541,682990,MIL,COL,L,R,FC,Cutter,0,called_strike,S,0.0,19,1,3,Top,1,0,2,0,2
1995,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,CU,Curveball,field_out,hit_into_play,X,61.7,18,5,3,Top,0,0,2,0,2
2032,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,FC,Cutter,0,foul,S,79.6,18,4,3,Top,0,0,2,0,2
2081,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,SL,Slider,0,ball,B,0.0,18,3,3,Top,0,0,2,0,2
2140,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,SL,Slider,0,ball,B,0.0,18,2,3,Top,0,0,2,0,2
2193,777321,2025-06-28,2025,690924,682990,MIL,COL,R,R,SI,Sinker,0,foul,S,0.0,18,1,3,Top,0,0,2,0,2
1323,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,90.3,17,1,2,Bot,2,2,0,2,0
1376,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,walk,ball,B,0.0,16,4,2,Bot,2,2,0,2,0
1394,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,16,3,2,Bot,2,2,0,2,0
1430,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,16,2,2,Bot,2,2,0,2,0
1484,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,16,1,2,Bot,2,2,0,2,0
1524,777321,2025-06-28,2025,687401,622608,MIL,COL,R,R,SL,Slider,field_out,hit_into_play,X,77.4,15,3,2,Bot,1,2,0,2,0
1544,777321,2025-06-28,2025,687401,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,15,2,2,Bot,1,2,0,2,0
1575,777321,2025-06-28,2025,687401,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,15,1,2,Bot,1,2,0,2,0
1635,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,95.0,14,4,2,Bot,0,2,0,2,0
1652,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,SL,Slider,0,ball,B,0.0,14,3,2,Bot,0,2,0,2,0
1696,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,SL,Slider,0,swinging_strike,S,0.0,14,2,2,Bot,0,2,0,2,0
1737,777321,2025-06-28,2025,702332,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,14,1,2,Bot,0,2,0,2,0
2284,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,CU,Curveball,strikeout,called_strike,S,0.0,13,4,2,Top,2,0,2,0,2
2320,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,CU,Curveball,0,swinging_strike,S,0.0,13,3,2,Top,2,0,2,0,2
2385,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,SL,Slider,0,swinging_strike,S,0.0,13,2,2,Top,2,0,2,0,2
2454,777321,2025-06-28,2025,669911,682990,MIL,COL,L,R,FC,Cutter,0,ball,B,0.0,13,1,2,Top,2,0,2,0,2
2549,777321,2025-06-28,2025,686668,682990,MIL,COL,R,R,SI,Sinker,field_out,hit_into_play,X,97.5,12,1,2,Top,1,0,2,0,2
2581,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,FC,Cutter,strikeout,foul_tip,S,0.0,11,6,2,Top,0,0,2,0,2
2672,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,SI,Sinker,0,ball,B,0.0,11,5,2,Top,0,0,2,0,2
2763,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,SL,Slider,0,swinging_strike,S,0.0,11,4,2,Top,0,0,2,0,2
2864,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,SL,Slider,0,ball,B,0.0,11,3,2,Top,0,0,2,0,2
2955,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,FC,Cutter,0,ball,B,0.0,11,2,2,Top,0,0,2,0,2
3061,777321,2025-06-28,2025,641857,682990,MIL,COL,L,R,FC,Cutter,0,called_strike,S,0.0,11,1,2,Top,0,0,2,0,2
1797,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,86.0,10,10,1,Bot,2,2,0,2,0
1817,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,CU,Curveball,0,ball,B,0.0,10,9,1,Bot,2,2,0,2,0
1867,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,77.4,10,8,1,Bot,2,2,0,2,0
1911,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,79.9,10,7,1,Bot,2,2,0,2,0
2004,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,10,6,1,Bot,2,2,0,2,0
2012,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,CU,Curveball,0,foul,S,80.9,10,5,1,Bot,2,2,0,2,0
2069,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,CU,Curveball,0,blocked_ball,B,0.0,10,4,1,Bot,2,2,0,2,0
2120,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,80.4,10,3,1,Bot,2,2,0,2,0
2173,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,66.4,10,2,1,Bot,2,2,0,2,0
2238,777321,2025-06-28,2025,641343,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul_tip,S,0.0,10,1,1,Bot,2,2,0,2,0
2321,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,SL,Slider,sac_fly,hit_into_play,X,103.6,9,3,1,Bot,1,1,0,2,0
2362,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,9,2,1,Bot,1,1,0,1,0
2430,777321,2025-06-28,2025,656555,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,9,1,1,Bot,1,1,0,1,0
2527,777321,2025-06-28,2025,668930,622608,MIL,COL,L,R,CU,Curveball,single,hit_into_play,X,97.3,8,2,1,Bot,1,0,0,1,0
2570,777321,2025-06-28,2025,668930,622608,MIL,COL,L,R,CU,Curveball,0,swinging_strike,S,0.0,8,1,1,Bot,1,0,0,0,0
2706,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,walk,ball,B,0.0,7,6,1,Bot,1,0,0,0,0
2737,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,7,5,1,Bot,1,0,0,0,0
2828,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,7,4,1,Bot,1,0,0,0,0
2922,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,ball,B,0.0,7,3,1,Bot,1,0,0,0,0
3030,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,SL,Slider,0,blocked_ball,B,0.0,7,2,1,Bot,1,0,0,0,0
3136,777321,2025-06-28,2025,661388,622608,MIL,COL,R,R,SL,Slider,0,blocked_ball,B,0.0,7,1,1,Bot,1,0,0,0,0
3296,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,CU,Curveball,single,hit_into_play,X,104.1,6,3,1,Bot,1,0,0,0,0
3363,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,6,2,1,Bot,1,0,0,0,0
3480,777321,2025-06-28,2025,592885,622608,MIL,COL,L,R,SL,Slider,0,called_strike,S,0.0,6,1,1,Bot,1,0,0,0,0
3649,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,FF,4-Seam Fastball,single,hit_into_play,X,105.3,5,2,1,Bot,1,0,0,0,0
3722,777321,2025-06-28,2025,694192,622608,MIL,COL,R,R,FF,4-Seam Fastball,0,called_strike,S,0.0,5,1,1,Bot,1,0,0,0,0
3883,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,92.3,4,5,1,Bot,0,0,0,0,0
3969,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,4,4,1,Bot,0,0,0,0,0
4086,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,CU,Curveball,0,ball,B,0.0,4,3,1,Bot,0,0,0,0,0
4213,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,foul,S,99.6,4,2,1,Bot,0,0,0,0,0
4332,777321,2025-06-28,2025,686217,622608,MIL,COL,L,R,FF,4-Seam Fastball,0,ball,B,0.0,4,1,1,Bot,0,0,0,0,0
3201,777321,2025-06-28,2025,642731,682990,MIL,COL,R,R,SL,Slider,field_out,hit_into_play,X,83.3,3,2,1,Top,2,0,0,0,0
3293,777321,2025-06-28,2025,642731,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,3,1,1,Top,2,0,0,0,0
3448,777321,2025-06-28,2025,687597,682990,MIL,COL,R,R,SL,Slider,strikeout,swinging_strike,S,0.0,2,4,1,Top,1,0,0,0,0
3512,777321,2025-06-28,2025,687597,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,2,3,1,Top,1,0,0,0,0
3645,777321,2025-06-28,2025,687597,682990,MIL,COL,R,R,FC,Cutter,0,foul,S,81.2,2,2,1,Top,1,0,0,0,0
3756,777321,2025-06-28,2025,687597,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,2,1,1,Top,1,0,0,0,0
3918,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,field_out,hit_into_play,X,93.3,1,5,1,Top,0,0,0,0,0
4004,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,1,4,1,Top,0,0,0,0,0
4123,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,0,called_strike,S,0.0,1,3,1,Top,0,0,0,0,0
4253,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,1,2,1,Top,0,0,0,0,0
4370,777321,2025-06-28,2025,671289,682990,MIL,COL,R,R,SI,Sinker,0,ball,B,0.0,1,1,1,Top,0,0,0,0,0
3104,777320,2025-06-28,2025,605170,519151,HOU,CHC,L,R,FF,4-Seam Fastball,strikeout,called_strike,S,0.0,79,5,9,Bot,2,3,12,3,12
3172,777320,2025-06-28,2025,605170,519151,HOU,CHC,L,R,CU,Curveball,0,ball,B,0.0,79,4,9,Bot,2,3,12,3,12
3294,777320,2025-06-28,2025,605170,519151,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,79,3,9,Bot,2,3,12,3,12
3404,777320,2025-06-28,2025,605170,519151,HOU,CHC,L,R,FF,4-Seam Fastball,0,foul,S,74.3,79,2,9,Bot,2,3,12,3,12
3514,777320,2025-06-28,2025,605170,519151,HOU,CHC,L,R,SL,Slider,0,foul_tip,S,0.0,79,1,9,Bot,2,3,12,3,12
3677,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,86.4,78,6,9,Bot,1,3,12,3,12
3758,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,CU,Curveball,0,ball,B,0.0,78,5,9,Bot,1,3,12,3,12
3880,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,CU,Curveball,0,ball,B,0.0,78,4,9,Bot,1,3,12,3,12
4006,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,79.8,78,3,9,Bot,1,3,12,3,12
4124,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,SI,Sinker,0,ball,B,0.0,78,2,9,Bot,1,3,12,3,12
4254,777320,2025-06-28,2025,673237,519151,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,77.2,78,1,9,Bot,1,3,12,3,12
4413,777320,2025-06-28,2025,701358,519151,HOU,CHC,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,57.8,77,1,9,Bot,0,3,12,3,12
3159,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,81.6,76,6,9,Top,2,12,3,12,3
3231,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,76,5,9,Top,2,12,3,12,3
3349,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FF,4-Seam Fastball,0,foul,S,74.4,76,4,9,Top,2,12,3,12,3
3461,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FS,Split-Finger,0,ball,B,0.0,76,3,9,Top,2,12,3,12,3
3583,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FS,Split-Finger,0,ball,B,0.0,76,2,9,Top,2,12,3,12,3
3700,777320,2025-06-28,2025,664023,607179,HOU,CHC,L,R,FF,4-Seam Fastball,0,called_strike,S,0.0,76,1,9,Top,2,12,3,12,3
3869,777320,2025-06-28,2025,624512,607179,HOU,CHC,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,96.7,75,2,9,Top,1,12,3,12,3
3948,777320,2025-06-28,2025,624512,607179,HOU,CHC,L,R,SL,Slider,0,ball,B,0.0,75,1,9,Top,1,12,3,12,3
4113,777320,2025-06-28,2025,807713,607179,HOU,CHC,R,R,FF,4-Seam Fastball,field_out,hit_into_play,X,97.6,74,3,9,Top,0,12,3,12,3
4189,777320,2025-06-28,2025,807713,607179,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,81.1,74,2,9,Top,0,12,3,12,3
4310,777320,2025-06-28,2025,807713,607179,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,71.1,74,1,9,Top,0,12,3,12,3
2421,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,FF,4-Seam Fastball,field_out,hit_into_play,X,0.0,73,6,8,Bot,2,3,12,3,12
2550,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,ST,Sweeper,0,foul,S,0.0,73,5,8,Bot,2,3,12,3,12
2566,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,ST,Sweeper,0,ball,B,0.0,73,4,8,Bot,2,3,12,3,12
2646,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,73,3,8,Bot,2,3,12,3,12
2728,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,ST,Sweeper,0,swinging_strike,S,0.0,73,2,8,Bot,2,3,12,3,12
2819,777320,2025-06-28,2025,641645,687863,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,73,1,8,Bot,2,3,12,3,12
3000,777320,2025-06-28,2025,666211,687863,HOU,CHC,L,R,FF,4-Seam Fastball,strikeout,swinging_strike,S,0.0,72,5,8,Bot,1,3,12,3,12
3014,777320,2025-06-28,2025,666211,687863,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,72,4,8,Bot,1,3,12,3,12
3119,777320,2025-06-28,2025,666211,687863,HOU,CHC,L,R,ST,Sweeper,0,swinging_strike,S,0.0,72,3,8,Bot,1,3,12,3,12
3238,777320,2025-06-28,2025,666211,687863,HOU,CHC,L,R,ST,Sweeper,0,called_strike,S,0.0,72,2,8,Bot,1,3,12,3,12
3353,777320,2025-06-28,2025,666211,687863,HOU,CHC,L,R,FF,4-Seam Fastball,0,ball,B,0.0,72,1,8,Bot,1,3,12,3,12
3542,777320,2025-06-28,2025,670623,687863,HOU,CHC,R,R,ST,Sweeper,home_run,hit_into_play,X,98.0,71,5,8,Bot,1,2,12,3,12
3589,777320,2025-06-28,2025,670623,687863,HOU,CHC,R,R,FF,4-Seam Fastball,0,ball,B,0.0,71,4,8,Bot,1,2,12,2,12
3706,777320,2025-06-28,2025,670623,687863,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,83.0,71,3,8,Bot,1,2,12,2,12
3826,777320,2025-06-28,2025,670623,687863,HOU,CHC,R,R,ST,Sweeper,0,ball,B,0.0,71,2,8,Bot,1,2,12,2,12
3955,777320,2025-06-28,2025,670623,687863,HOU,CHC,R,R,ST,Sweeper,0,ball,B,0.0,71,1,8,Bot,1,2,12,2,12
4151,777320,2025-06-28,2025,643289,687863,HOU,CHC,R,R,ST,Sweeper,field_out,hit_into_play,X,92.6,70,3,8,Bot,0,2,12,2,12
4194,777320,2025-06-28,2025,643289,687863,HOU,CHC,R,R,FF,4-Seam Fastball,0,swinging_strike,S,0.0,70,2,8,Bot,0,2,12,2,12
4315,777320,2025-06-28,2025,643289,687863,HOU,CHC,R,R,FF,4-Seam Fastball,0,ball,B,0.0,70,1,8,Bot,0,2,12,2,12
670,777320,2025-06-28,2025,542932,687473,HOU,CHC,R,R,SI,Sinker,force_out,hit_into_play,X,87.0,69,1,8,Top,2,12,2,12,2
709,777320,2025-06-28,2025,683737,687473,HOU,CHC,L,R,CH,Changeup,single,hit_into_play,X,67.5,68,2,8,Top,2,11,2,12,2
726,777320,2025-06-28,2025,683737,687473,HOU,CHC,L,R,CU,Curveball,0,called_strike,S,0.0,68,1,8,Top,2,11,2,11,2
761,777320,2025-06-28,2025,621020,687473,HOU,CHC,R,R,FF,4-Seam Fastball,double,hit_into_play,X,102.9,67,5,8,Top,2,11,2,11,2
779,777320,2025-06-28,2025,621020,687473,HOU,CHC,R,R,FF,4-Seam Fastball,0,foul,S,96.6,67,4,8,Top,2,11,2,11,2
803,777320,2025-06-28,2025,621020,687473,HOU,CHC,R,R,SI,Sinker,0,called_strike,S,0.0,67,3,8,Top,2,11,2,11,2
844,777320,2025-06-28,2025,621020,687473,HOU,CHC,R,R,FF,4-Seam Fastball,0,ball,B,0.0,67,2,8,Top,2,11,2,11,2
876,777320,2025-06-28,2025,621020,687473,HOU,CHC,R,R,ST,Sweeper,0,ball,B,0.0,67,1,8,Top,2,11,2,11,2
897,777320,2025-06-28,2025,691718,687473,HOU,CHC,L,R,CU,Curveball,field_out,hit_into_play,X,84.6,66,1,8,Top,1,11,2,11,2
929,777320,2025-06-28,2025,673548,687473,HOU,CHC,R,R,ST,Sweeper,home_run,hit_into_play,X,105.8,65,2,8,Top,1,9,2,11,2
964,777320,2025-06-28,2025,673548,687473,HOU,CHC,R,R,SI,Sinker,0,ball,B,0.0,65,1,8,Top,1,9,2,9,2
976,777320,2025-06-28,2025,663656,687473,HOU,CHC,L,R,FF,4-Seam Fastball,single,hit_into_play,X,103.2,64,5,8,Top,1,9,2,9,2
